Column Name,Max,Min,nonzero_min_values,Zero Count,Null Count,Mean,Median,Non-zero Mean,Non-zero Median
312X191,23.3,23.2,23.2,0,1,23.23642053,23.2,23.23642053,23.2
312X192,15.1,15,15,0,1,15.00050063,15,15.00050063,15
312X193,15.1,14.9,14.9,0,110,15.02362319,15,15.02362319,15
312X197,23.1,23,23,0,1,23.01964956,23,23.01964956,23
312X198,15,14.9,14.9,0,1,14.94430538,14.9,14.94430538,14.9
312X199,15,14.9,14.9,0,110,14.90130435,14.9,14.90130435,14.9
312X203,23.3,23.3,23.3,0,1,23.3,23.3,23.3,23.3
312X207,54.2,54.1,54.1,0,0,54.188375,54.2,54.188375,54.2
312X208,54.2,54.1,54.1,0,1,54.1795995,54.2,54.1795995,54.2
312X209,43.6,43.5,43.5,0,1,43.58823529,43.6,43.58823529,43.6
312X210,47.3,47.1,47.1,0,1,47.21639549,47.2,47.21639549,47.2
312X211,47.4,47.2,47.2,0,110,47.33376812,47.3,47.33376812,47.3
312X213,54.3,54.2,54.2,0,0,54.2015,54.2,54.2015,54.2
312X214,54.3,54.1,54.1,0,1,54.19111389,54.2,54.19111389,54.2
312X215,43.8,43.6,43.6,0,1,43.67734668,43.7,43.67734668,43.7
312X216,47.4,47.2,47.2,0,1,47.30387985,47.3,47.30387985,47.3
312X217,48.1,47.2,47.2,0,110,47.80898551,47.9,47.80898551,47.9
312X219,54.2,54.1,54.1,0,0,54.1595,54.2,54.1595,54.2
312X220,53.8,53.6,53.6,0,1,53.68110138,53.7,53.68110138,53.7
312X221,43.3,43,43,0,1,43.18635795,43.2,43.18635795,43.2
312X222,47.2,46.8,46.8,0,1,46.98798498,47,46.98798498,47
312X223,47.3,46.9,46.9,0,110,47.20347826,47.2,47.20347826,47.2
312X225,54.1,54.1,54.1,0,0,54.1,54.1,54.1,54.1
312X226,54.1,54.1,54.1,0,1,54.1,54.1,54.1,54.1
312X229,47.2,47.2,47.2,0,110,47.2,47.2,47.2,47.2
312X231,4.4,4.4,4.4,0,0,4.4,4.4,4.4,4.4
312X232,4.4,4.4,4.4,0,1,4.4,4.4,4.4,4.4
312X233,30.2,30,30,0,1,30.06720901,30.1,30.06720901,30.1
312X234,19.5,19.3,19.3,0,1,19.34893617,19.3,19.34893617,19.3
312X235,19.5,19.1,19.1,0,110,19.22884058,19.2,19.22884058,19.2
312X236,4.5,4.4,4.4,0,0,4.429625,4.4,4.429625,4.4
312X238,30.9,30.4,30.4,0,1,30.5853567,30.6,30.5853567,30.6
312X239,20,19.4,19.4,0,1,19.60788486,19.6,19.60788486,19.6
312X240,19.8,19.3,19.3,0,110,19.39231884,19.4,19.39231884,19.4
312X244,30.1,29.9,29.9,0,1,29.96795995,30,29.96795995,30
312X245,19.4,19.2,19.2,0,1,19.24806008,19.2,19.24806008,19.2
312X246,19.4,18.2,18.2,0,110,18.64231884,18.6,18.64231884,18.6
312X250,19.4,19.4,19.4,0,1,19.4,19.4,19.4,19.4
312X251,19.4,19.4,19.4,0,110,19.4,19.4,19.4,19.4
312X253,3,-6,-6,83,0,0.37375,1,0.417015342,1
312X254,723,714,714,0,1,719.6921151,720,719.6921151,720
312X255,10,-9,-9,74,1,0.351689612,1,0.387586207,1
312X256,3,-15,-15,71,1,0.302878598,1,0.332417582,1
312X257,3,-21,-21,69,110,0.184057971,1,0.204508857,1
312X259,4002,-2,-2,62,0,48.2775,2,52.33333333,2
312X260,4002,720,720,0,1,743.2140175,722,743.2140175,722
312X261,4002,-2,-2,52,1,22.68085106,2,24.25970549,2
312X262,4002,-2,-2,57,1,10.12015019,2,10.89757412,2
312X263,1142,-2,-2,37,110,2.87826087,2,3.041347626,2
312X265,2,-4002,-4002,382,0,-19.2775,0,-36.89473684,-2
312X266,720,-4002,-4002,25,1,662.7108886,718,684.1162791,718
312X267,2,-4002,-4002,371,1,-25.51689612,0,-47.63551402,-2
312X268,2,-4002,-4002,366,1,-25.46933667,0,-46.99769053,-2
312X269,2,-4000,-4000,326,110,-6.260869565,0,-11.86813187,-2
312X277,1126,1121,1121,0,0,1123.30125,1123,1123.30125,1123
312X278,479,475,475,0,1,477.7571965,478,477.7571965,478
312X279,140,135,135,0,1,138.0187735,139,138.0187735,139
312X280,1001,996,996,0,1,998.4868586,999,998.4868586,999
312X281,2001,1996,1996,0,110,1998.776812,1998,1998.776812,1998
312X283,1130,1123,1123,0,0,1125.75625,1127,1125.75625,1127
312X284,486,479,479,0,1,481.2553191,483,481.2553191,483
312X285,147,140,140,0,1,141.9486859,143,141.9486859,143
312X286,1004,997,997,0,1,1001.654568,1001,1001.654568,1001
312X287,2005,1998,1998,0,110,2000.768116,2002,2000.768116,2002
312X289,1123,1116,1116,0,0,1121.1975,1120,1121.1975,1120
312X290,479,472,472,0,1,475.416771,476,475.416771,476
312X291,140,129,129,0,1,134.7922403,136,134.7922403,136
312X292,1001,994,994,0,1,995.9762203,997,995.9762203,997
312X293,1998,1995,1995,0,110,1996.773913,1998,1996.773913,1998
312X303,449,448,448,0,1,448.6520651,449,448.6520651,449
312X307,1,0,1,536,0,0.33,0,1,1
312X308,1,0,1,529,1,0.337922403,0,1,1
312X310,1,0,1,566,1,0.291614518,0,1,1
312X311,1,0,1,440,110,0.362318841,0,1,1
312X315,449,447,447,0,1,448.2102628,448,448.2102628,448
312X327,409,408,408,0,1,408.0062578,408,408.0062578,408
312X328,1,0,1,798,1,0.001251564,0,1,1
312X331,3,0,1,512,0,0.6875,0,1.909722222,2
312X332,3,0,1,458,1,0.794743429,0,1.862170088,1
312X333,431,409,409,0,1,410.2440551,410,410.2440551,410
312X334,3,0,1,523,1,0.600750939,0,1.739130435,1
312X335,3,0,1,450,110,0.624637681,0,1.795833333,2
312X337,0,-3,-3,722,0,-0.13125,0,-1.346153846,-1
312X338,0,-3,-3,714,1,-0.143929912,0,-1.352941176,-1
312X339,408,405,405,0,1,407.6508135,408,407.6508135,408
312X340,0,-3,-3,746,1,-0.075093867,0,-1.132075472,-1
312X341,0,-1,-1,668,110,-0.031884058,0,-1,-1
312X349,376,374,374,0,0,374.6075,375,374.6075,375
312X350,2,-4,-4,195,1,-0.594493116,0,-0.786423841,-1
312X351,2,-4,-4,183,1,-0.59824781,0,-0.775974026,-1
312X352,1,-4,-4,205,1,-0.635794743,0,-0.855218855,-1
312X353,2,-4,-4,115,110,-0.723188406,0,-0.867826087,-1
312X355,378,376,376,0,0,376.99,376,376.99,376
312X356,4,-4,-4,235,1,0.823529412,0,1.166666667,2
312X357,4,-4,-4,228,1,0.75844806,0,1.061295972,2
312X358,4,-4,-4,228,1,0.605757196,0,0.847635727,2
312X359,4,-4,-4,119,110,0.504347826,2,0.609457093,2
312X361,374,370,370,0,0,372.6825,372,372.6825,372
312X362,0,-6,-6,361,1,-1.627033792,-2,-2.96803653,-2
312X363,0,-6,-6,363,1,-1.602002503,-2,-2.935779817,-2
312X364,0,-6,-6,363,1,-1.591989987,-2,-2.917431193,-2
312X365,0,-6,-6,361,110,-1.51884058,0,-3.185410334,-4
312X373,3,-5,-5,219,0,-0.08625,0,-0.118760757,1
312X374,3,-5,-5,217,1,-0.175219024,0,-0.240549828,1
312X375,3,-5,-5,216,1,-0.158948686,0,-0.217838765,1
312X376,3,-5,-5,217,1,-0.195244055,0,-0.268041237,1
312X377,2,-5,-5,215,110,-0.553623188,0,-0.804210526,1
312X379,7,-5,-5,306,0,1.8375,0,2.975708502,5
312X380,7,-5,-5,273,1,1.765957447,0,2.682509506,5
312X381,7,-5,-5,265,1,1.660826033,0,2.485018727,5
312X382,7,-5,-5,236,1,1.480600751,0,2.101243339,5
312X383,7,-5,-5,213,110,0.786956522,0,1.13836478,2
312X385,2,-7,-7,378,0,-1.72375,-2,-3.267772512,-2
312X386,2,-7,-7,382,1,-1.879849812,-2,-3.601918465,-2
312X387,2,-7,-7,372,1,-1.74718398,-2,-3.269320843,-2
312X388,2,-7,-7,368,1,-1.705882353,-2,-3.162412993,-2
312X389,2,-7,-7,273,110,-1.933333333,-2,-3.199040767,-2
312X421,1,0,1,430,0,0.4625,0,1,1
312X423,44224,361,361,0,0,30245.68125,30352.5,30245.68125,30352.5
312X424,26545,1151,1151,0,0,17846.42,16083,17846.42,16083
312X425,47990,1145,1145,0,0,29550.4575,25719.5,29550.4575,25719.5
312X426,5,3,3,0,0,3.91625,4,3.91625,4
312X427,7,5,5,0,1,5.987484355,6,5.987484355,6
312X428,7,6,6,0,1,6.349186483,6,6.349186483,6
312X429,8,5,5,0,1,5.853566959,6,5.853566959,6
312X430,1,0,1,483,110,0.3,0,1,1
312X434,10,9.9,9.9,0,1,9.999624531,10,9.999624531,10
312X435,10,9.9,9.9,0,1,9.998122653,10,9.998122653,10
312X436,10,9.9,9.9,0,110,9.974927536,10,9.974927536,10
312X438,11.3,10,10,0,0,10.5265,10.4,10.5265,10.4
312X439,11,10.4,10.4,0,1,10.76032541,10.8,10.76032541,10.8
312X440,10.7,10.4,10.4,0,1,10.49536921,10.5,10.49536921,10.5
312X441,12,10,10,0,1,10.37171464,10.4,10.37171464,10.4
312X442,10.1,10,10,0,110,10.02565217,10,10.02565217,10
312X444,9.9,9.6,9.6,0,0,9.79425,9.8,9.79425,9.8
312X445,9.6,9.4,9.4,0,1,9.488110138,9.5,9.488110138,9.5
312X446,9.6,9.4,9.4,0,1,9.537922403,9.5,9.537922403,9.5
312X447,9.7,9.1,9.1,0,1,9.530663329,9.6,9.530663329,9.6
312X448,9.9,9.8,9.8,0,110,9.892463768,9.9,9.892463768,9.9
312X456,3000,2998,2998,0,0,2999.175,2999,2999.175,2999
312X457,17999,12000,12000,0,1,17180.61327,17999,17180.61327,17999
312X458,18000,12000,12000,0,1,17180.74718,17999,17180.74718,17999
312X459,5000,4999,4999,0,1,4999.998748,5000,4999.998748,5000
312X462,3069,3002,3002,0,0,3020.85875,3008,3020.85875,3008
312X463,18008,12003,12003,0,1,17186.68085,18005,17186.68085,18005
312X464,18008,12002,12002,0,1,17185.03504,18003,17185.03504,18003
312X465,5004,5001,5001,0,1,5002.727159,5003,5002.727159,5003
312X468,2998,2935,2935,0,0,2978.80375,2991,2978.80375,2991
312X469,17997,11997,11997,0,1,17177.49937,17996,17177.49937,17996
312X470,17996,11995,11995,0,1,17175.67835,17994,17175.67835,17994
312X471,4999,4994,4994,0,1,4996.066333,4996,4996.066333,4996
312X474,29,17,17,0,0,20.1125,20,20.1125,20
312X475,33,27,27,0,1,29.53817272,28,29.53817272,28
312X476,33,27,27,0,1,29.35794743,28,29.35794743,28
312X477,28,21,21,0,1,24.3767209,24,24.3767209,24
312X478,50,29,29,0,110,45.83043478,50,45.83043478,50
312X480,71,20,20,0,0,46.75625,32,46.75625,32
312X481,39,33,33,0,1,35.59449312,36,35.59449312,36
312X482,35,29,29,0,1,31.7747184,33,31.7747184,33
312X483,33,23,23,0,1,26.78723404,27,26.78723404,27
312X486,25,17,17,0,0,19.605,19,19.605,19
312X487,23,7,7,0,1,13.81727159,16,13.81727159,16
312X488,18,6,6,0,1,11.10262829,12,11.10262829,12
312X489,26,6,6,0,1,14.81727159,15,14.81727159,15
312X511,18000,12000,12000,0,1,17181.47685,18000,17181.47685,18000
312X516,98,86,86,0,0,92.8375,91,92.8375,91
312X517,72,53,53,0,1,57.64330413,55,57.64330413,55
312X518,60,44,44,0,1,47.67459324,45,47.67459324,45
312X519,60,45,45,0,1,48.16520651,46,48.16520651,46
312X520,64,50,50,0,110,52.77971014,50,52.77971014,50
312X522,99,87,87,0,0,94.535,92,94.535,92
312X523,74,55,55,0,1,58.85732165,56,58.85732165,56
312X524,61,45,45,0,1,50.12140175,50,50.12140175,50
312X525,65,47,47,0,1,50.44806008,48,50.44806008,48
312X528,90,20,20,0,0,56.77875,77,56.77875,77
312X529,52,41,41,0,1,44.20525657,43,44.20525657,43
312X530,50,41,41,0,1,44.36670839,43,44.36670839,43
312X531,50,42,42,0,1,45.50563204,45,45.50563204,45
312X552,1075,810,810,0,0,948.49,929.5,948.49,929.5
312X553,1075,894,894,0,1,951.1289111,934,951.1289111,934
312X554,749,692,692,0,1,709.7709637,706,709.7709637,706
312X555,431,296,296,0,1,323.8110138,314,323.8110138,314
312X558,1086,824,824,0,0,960.455,938,960.455,938
312X559,1086,905,905,0,1,965.1276596,948,965.1276596,948
312X560,762,700,700,0,1,721.350438,715,721.350438,715
312X561,486,320,320,0,1,349.9574468,341,349.9574468,341
312X564,1062,768,768,0,0,940.22125,927,940.22125,927
312X565,1039,861,861,0,1,913.3366708,896,913.3366708,896
312X566,747,686,686,0,1,704.6070088,701,704.6070088,701
312X567,411,284,284,0,1,311.0563204,297,311.0563204,297
312X570,5001,4998,4998,0,0,4999.8725,5000,4999.8725,5000
312X574,3000,2999,2999,0,110,2999.775362,3000,2999.775362,3000
312X576,5052,5001,5001,0,0,5016.53125,5005,5016.53125,5005
312X577,18003,12001,12001,0,1,17183.45432,18002,17183.45432,18002
312X578,18003,12002,12002,0,1,17183.40926,18002,17183.40926,18002
312X579,18004,12001,12001,0,1,17183.36421,18002,17183.36421,18002
312X580,3003,3001,3001,0,110,3001.933333,3002,3001.933333,3002
312X582,4999,4954,4954,0,0,4983.7875,4995,4983.7875,4995
312X583,17998,11997,11997,0,1,17178.61577,17997,17178.61577,17997
312X584,17999,11997,11997,0,1,17179.32916,17998,17179.32916,17998
312X585,17999,11998,11998,0,1,17179.69712,17998,17179.69712,17998
312X586,3000,2997,2997,0,110,2998.784058,2999,2998.784058,2999
312X588,61,44,44,0,0,51.96125,50,51.96125,50
312X589,69,59,59,0,1,64.13266583,65,64.13266583,65
312X590,66,60,60,0,1,63.40675845,63,63.40675845,63
312X591,59,51,51,0,1,55.90112641,56,55.90112641,56
312X592,45,38,38,0,110,42.01014493,43,42.01014493,43
312X594,66,48,48,0,0,56.68625,56,56.68625,56
312X595,69,61,61,0,1,65.10513141,65,65.10513141,65
312X596,66,61,61,0,1,63.53942428,63,63.53942428,63
312X597,65,52,52,0,1,56.96745932,57,56.96745932,57
312X598,45,38,38,0,110,42.1,43,42.1,43
312X600,61,44,44,0,0,51.94,50,51.94,50
312X601,69,59,59,0,1,64.07133917,65,64.07133917,65
312X603,59,51,51,0,1,55.89987484,56,55.89987484,56
312X630,52,19,19,0,0,36.92,31,36.92,31
312X631,88,72,72,0,1,83.32665832,83,83.32665832,83
312X632,90,73,73,0,1,83.63954944,84,83.63954944,84
312X633,83,70,70,0,1,79.14392991,81,79.14392991,81
312X634,58,51,51,0,110,54.88550725,54,54.88550725,54
312X636,55,22,22,0,0,39.0375,34,39.0375,34
312X637,89,74,74,0,1,84.98372966,85,84.98372966,85
312X638,90,73,73,0,1,84.24405507,84,84.24405507,84
312X639,85,71,71,0,1,80.01251564,82,80.01251564,82
312X640,58,51,51,0,110,54.95942029,54,54.95942029,54
312X642,52,19,19,0,0,36.8325,31,36.8325,31
312X643,88,72,72,0,1,83.2991239,83,83.2991239,83
312X644,90,73,73,0,1,83.6057572,84,83.6057572,84
312X645,83,56,56,0,1,78.84105131,81,78.84105131,81
312X666,2655,2325,2325,0,0,2486.76375,2547,2486.76375,2547
312X667,4453,3588,3588,0,1,4306.361702,4419,4306.361702,4419
312X668,4442,3564,3564,0,1,4282.98373,4393,4282.98373,4393
312X669,4675,3701,3701,0,1,4488.64831,4608,4488.64831,4608
312X670,2099,2038,2038,0,110,2072.936232,2071,2072.936232,2071
312X672,2658,2337,2337,0,0,2497.985,2551,2497.985,2551
312X673,4456,3591,3591,0,1,4311.122653,4424,4311.122653,4424
312X674,4444,3575,3575,0,1,4287.914894,4397,4287.914894,4397
312X675,4688,3703,3703,0,1,4505.652065,4630,4505.652065,4630
312X676,2114,2053,2053,0,110,2086.943478,2085,2086.943478,2085
312X678,2653,2318,2318,0,0,2478.265,2544.5,2478.265,2544.5
312X679,4440,3585,3585,0,1,4290.534418,4400,4290.534418,4400
312X680,4441,3551,3551,0,1,4276.355444,4388,4276.355444,4388
312X681,4646,3696,3696,0,1,4462.727159,4579,4462.727159,4579
312X682,2075,2014,2014,0,110,2049.892754,2049,2049.892754,2049
312X690,3014,3004.6,3004.6,0,0,3010.679125,3010.8,3010.679125,3010.8
312X691,3014.5,3006.2,3006.2,0,1,3011.570588,3011.7,3011.570588,3011.7
312X692,3015.5,3005.7,3005.7,0,1,3011.782979,3011.9,3011.782979,3011.9
312X693,3016.6,3006.4,3006.4,0,1,3012.073467,3012.1,3012.073467,3012.1
312X694,4.4,-2.1,-2.1,14,110,0.988115942,1.1,1.008579882,1.1
312X695,3065,3035,3035,0,0,3048.86875,3047,3048.86875,3047
312X696,3067,3037,3037,0,1,3049.251564,3047,3049.251564,3047
312X697,3070,3035,3035,0,1,3048.98373,3047,3048.98373,3047
312X698,3065,3035,3035,0,1,3047.539424,3047,3047.539424,3047
312X699,30,12,12,0,110,22.24782609,22,22.24782609,22
312X700,2977,2870,2870,0,0,2944.52625,2952,2944.52625,2952
312X701,2970,2905,2905,0,1,2931.581977,2930,2931.581977,2930
312X702,2982,2935,2935,0,1,2956.48811,2955,2956.48811,2955
312X703,2985,2945,2945,0,1,2974.285357,2977,2974.285357,2977
312X704,-12,-22,-22,0,110,-15.9115942,-15,-15.9115942,-15
312X710,111.3,97.1,97.1,0,0,105.52575,106.65,105.52575,106.65
312X711,111.5,99,99,0,1,105.3290363,105.5,105.3290363,105.5
312X712,111.6,99,99,0,1,105.3498123,105.9,105.3498123,105.9
312X713,111.3,99,99,0,1,105.4270338,106.3,105.4270338,106.3
312X714,111.3,99,99,0,110,105.2394203,105.95,105.2394203,105.95
312X716,111.7,97.9,97.9,0,0,106.141625,108.3,106.141625,108.3
312X717,111.9,99.2,99.2,0,1,106.1628285,107.8,106.1628285,107.8
312X718,111.8,99.1,99.1,0,1,105.8181477,107.1,105.8181477,107.1
312X719,111.4,99,99,0,1,105.6922403,107,105.6922403,107
312X720,111.4,99.1,99.1,0,110,105.4144928,106.3,105.4144928,106.3
312X722,111.1,96.8,96.8,0,0,104.895625,104.8,104.895625,104.8
312X723,111.1,98.4,98.4,0,1,104.52403,103.1,104.52403,103.1
312X724,111.4,98.9,98.9,0,1,104.8826033,104.6,104.8826033,104.6
312X725,111.2,98.9,98.9,0,1,105.1554443,105.7,105.1554443,105.7
312X726,111.3,99,99,0,110,105.0617391,105.55,105.0617391,105.55
312X728,108,101.6,101.6,0,0,105.1795,105.1,105.1795,105.1
312X729,108,101.8,101.8,0,1,105.144806,105.1,105.144806,105.1
312X730,107.9,101.8,101.8,0,1,105.1968711,105.2,105.1968711,105.2
312X731,107.8,101.9,101.9,0,1,105.2710889,105.3,105.2710889,105.3
312X732,108,102,102,0,110,105.2746377,105.2,105.2746377,105.2
312X734,108.2,101.8,101.8,0,0,105.35275,105.3,105.35275,105.3
312X735,108.1,101.9,101.9,0,1,105.3596996,105.3,105.3596996,105.3
312X736,108,102,102,0,1,105.3443054,105.4,105.3443054,105.4
312X737,108,102,102,0,1,105.3847309,105.4,105.3847309,105.4
312X738,108.1,102.1,102.1,0,110,105.3773913,105.3,105.3773913,105.3
312X740,107.9,101.5,101.5,0,0,104.980375,104.9,104.980375,104.9
312X741,107.9,101.6,101.6,0,1,104.924781,104.8,104.924781,104.8
312X742,107.8,101.7,101.7,0,1,105.0300375,105,105.0300375,105
312X743,107.8,101.8,101.8,0,1,105.1390488,105.2,105.1390488,105.2
312X744,107.9,101.9,101.9,0,110,105.1571014,105.1,105.1571014,105.1
312X752,92,20,20,0,0,86.885,87,86.885,87
312X753,141,95,95,0,1,105.6370463,101,105.6370463,101
312X754,67,56,56,0,1,58.23153942,57,58.23153942,57
312X755,38,35,35,0,1,35.85356696,36,35.85356696,36
312X758,110.1,102.8,102.8,0,0,109.351125,109.9,109.351125,109.9
312X759,110.1,102.8,102.8,0,1,109.3362954,109.9,109.3362954,109.9
312X760,110.1,102.8,102.8,0,1,109.3217772,109.9,109.3217772,109.9
312X761,110.1,102.9,102.9,0,1,109.314393,110,109.314393,110
312X762,110.1,102.7,102.7,0,110,109.2591304,110,109.2591304,110
312X764,110.3,103.1,103.1,0,0,109.5045,110,109.5045,110
312X765,110.2,102.9,102.9,0,1,109.5050063,110.1,109.5050063,110.1
312X766,110.2,102.9,102.9,0,1,109.4450563,110,109.4450563,110
312X767,110.2,103,103,0,1,109.4110138,110,109.4110138,110
312X768,110.3,102.7,102.7,0,110,109.3417391,110,109.3417391,110
312X770,110,102.5,102.5,0,0,109.192,109.8,109.192,109.8
312X771,110,102.6,102.6,0,1,109.157572,109.8,109.157572,109.8
312X772,110,102.7,102.7,0,1,109.1901126,109.8,109.1901126,109.8
312X773,110.1,102.8,102.8,0,1,109.210388,109.9,109.210388,109.9
312X774,110.1,102.6,102.6,0,110,109.1714493,109.9,109.1714493,109.9
312X776,102.1,98.6,98.6,0,0,101.069125,101.2,101.069125,101.2
312X777,102.1,98.6,98.6,0,1,101.0819775,101.2,101.0819775,101.2
312X778,102.2,98.6,98.6,0,1,101.0894869,101.2,101.0894869,101.2
312X779,102.2,98.7,98.7,0,1,101.0991239,101.2,101.0991239,101.2
312X780,102.2,98.7,98.7,0,110,101.0507246,101.2,101.0507246,101.2
312X782,102.2,98.7,98.7,0,0,101.16775,101.3,101.16775,101.3
312X783,102.3,98.7,98.7,0,1,101.181602,101.3,101.181602,101.3
312X784,102.3,98.7,98.7,0,1,101.1732165,101.3,101.1732165,101.3
312X785,102.3,98.7,98.7,0,1,101.1703379,101.3,101.1703379,101.3
312X786,102.2,98.8,98.8,0,110,101.113913,101.2,101.113913,101.2
312X788,102,98.5,98.5,0,0,100.9655,101.1,100.9655,101.1
312X789,102.1,98.5,98.5,0,1,100.9753442,101.1,100.9753442,101.1
312X790,102,98.6,98.6,0,1,100.9948686,101.1,100.9948686,101.1
312X791,102.1,98.6,98.6,0,1,101.0140175,101.1,101.0140175,101.1
312X792,102.1,98.6,98.6,0,110,100.973913,101.1,100.973913,101.1
330X1,2.9,1.9,1.9,0,0,2.627625,2.7,2.627625,2.7
330X3,155.067,75.667,75.667,0,0,105.0814538,97.7665,105.0814538,97.7665
330X6,157.2,76.1,76.1,0,0,105.821375,98.7,105.821375,98.7
330X9,153.5,75.4,75.4,0,0,104.296,96.9,104.296,96.9
330X11,2.9,1.9,1.9,0,0,2.728125,2.8,2.728125,2.8
330X13,78.2,77.633,77.633,0,0,78.01316875,78,78.01316875,78
330X16,78.2,77.7,77.7,0,0,78.014125,78,78.014125,78
330X19,78.2,77.6,77.6,0,0,78.012,78,78.012,78
330X21,5.51,3.77,3.77,0,0,4.6930375,4.57,4.6930375,4.57
330X23,922.083,901.95,901.95,0,0,912.3741638,911.61,912.3741638,911.61
330X26,922.27,901.95,901.95,0,0,912.439125,911.61,912.439125,911.61
330X29,921.99,901.95,901.95,0,0,912.3118125,911.52,912.3118125,911.52
330X31,103.231,95.983,95.983,0,0,98.474425,98.0285,98.474425,98.0285
330X41,44.7,41.8,41.8,0,0,43.7355,43.9,43.7355,43.9
330X43,0.927,0.21,0.21,0,0,0.45302375,0.42,0.45302375,0.42
330X46,0.93,0.21,0.21,0,0,0.456025,0.42,0.456025,0.42
330X49,0.92,0.21,0.21,0,0,0.449675,0.42,0.449675,0.42
330X51,44.333,41.3,41.3,0,0,43.2488625,43.433,43.2488625,43.433
330X53,1.377,0.483,0.483,0,0,0.84860125,0.773,0.84860125,0.773
330X56,1.39,0.49,0.49,0,0,0.8539,0.78,0.8539,0.78
330X59,1.37,0.48,0.48,0,0,0.8429,0.77,0.8429,0.77
330X61,2.9,1.9,1.9,0,0,2.6802125,2.733,2.6802125,2.733
330X63,49.9,37.7,37.7,0,0,41.2456325,39.9,41.2456325,39.9
330X66,49.9,39.8,39.8,0,0,41.254875,39.9,41.254875,39.9
330X69,49.9,33.3,33.3,0,0,41.232875,39.9,41.232875,39.9
330X71,44.3,40.8,40.8,0,0,42.66575,42.7,42.66575,42.7
330X73,49.8,37.867,37.867,0,0,41.19120875,39.8,41.19120875,39.8
330X76,49.8,39.8,39.8,0,0,41.19375,39.8,41.19375,39.8
330X79,49.8,33.8,33.8,0,0,41.186125,39.8,41.186125,39.8
330X81,104.57,96.166,96.166,0,0,99.840565,99.915,99.840565,99.915
330X91,2,1,1,0,0,1.48125,1,1.48125,1
330X98,101.858,95.05,95.05,0,0,97.34673,96.799,97.34673,96.799
330X100,5.11,2.23,2.23,0,0,4.1542,4.26,4.1542,4.26
330X102,99.48,76.38,76.38,0,0,88.52875,87.64,88.52875,87.64
330X104,96.93,44.43,44.43,0,0,86.53425,85.745,86.53425,85.745
330X105,99.03,57.66,57.66,0,0,85.9845375,89.28,85.9845375,89.28
330X107,105.623,88.603,88.603,0,0,98.27818875,98.1015,98.27818875,98.1015
330X109,108.39,89.72,89.72,0,0,99.313025,98.91,99.313025,98.91
330X111,104.84,68.73,68.73,0,0,97.03625,97.235,97.03625,97.235
330X112,99.037,57.66,57.66,0,0,86.0095725,89.3335,86.0095725,89.3335
330X114,105.79,89.58,89.58,0,0,98.6362025,98.66,98.6362025,98.66
330X116,108.72,90.71,90.71,0,0,99.6818125,99.385,99.6818125,99.385
330X118,104.99,74.19,74.19,0,0,97.38185,97.56,97.38185,97.56
330X119,5.28,3.76,3.76,0,0,4.4206625,4.37,4.4206625,4.37
330X121,105.363,89.823,89.823,0,0,98.4956875,98.635,98.4956875,98.635
330X123,108.45,90.93,90.93,0,0,99.5404875,99.43,99.5404875,99.43
330X125,104.54,73.97,73.97,0,0,97.243425,97.54,97.243425,97.54
330X126,5.24,3.75,3.75,0,0,4.4146375,4.37,4.4146375,4.37
330X128,105.063,89.15,89.15,0,0,98.350615,98.64,98.350615,98.64
330X130,108.52,91.28,91.28,0,0,99.4050375,99.405,99.4050375,99.405
330X132,104.28,71.79,71.79,0,0,97.0853875,97.31,97.0853875,97.31
330X133,5.26,3.753,3.753,0,0,4.4177925,4.37,4.4177925,4.37
330X135,104.757,88.803,88.803,0,0,98.09200625,98.3165,98.09200625,98.3165
330X137,108.63,91.57,91.57,0,0,99.146,99.225,99.146,99.225
330X139,104.1,71.52,71.52,0,0,96.829525,97.055,96.829525,97.055
330X140,99.91,71.5,71.5,0,0,88.7355,89.8,88.7355,89.8
330X142,103.82,87.643,87.643,0,0,97.51256875,97.78,97.51256875,97.78
330X144,107.73,90.75,90.75,0,0,98.5736125,98.675,98.5736125,98.675
330X146,103.29,69.6,69.6,0,0,96.2354375,96.595,96.2354375,96.595
330X147,99.69,71.42,71.42,0,0,88.690825,89.765,88.690825,89.765
330X149,103.8,86.167,86.167,0,0,96.48954125,96.6115,96.48954125,96.6115
330X152,107.56,89.6,89.6,0,0,97.5412375,97.645,97.5412375,97.645
330X155,103.31,68.37,68.37,0,0,95.2284,95.57,95.2284,95.57
330X157,99.807,71.46,71.46,0,0,88.7159075,89.797,88.7159075,89.797
330X159,105.233,87.127,87.127,0,0,96.79094875,96.7715,96.79094875,96.7715
330X162,108.95,90.82,90.82,0,0,97.86,97.75,97.86,97.75
330X165,104.88,68.33,68.33,0,0,95.507025,95.505,95.507025,95.505
330X167,5.52,3.98,3.98,0,0,4.578925,4.47,4.578925,4.47
330X169,105.67,86.857,86.857,0,0,96.12747875,95.987,96.12747875,95.987
330X172,109.29,90.47,90.47,0,0,97.19225,96.94,97.19225,96.94
330X175,105.35,68.04,68.04,0,0,94.8490375,94.835,94.8490375,94.835
330X177,5.49,3.97,3.97,0,0,4.571825,4.46,4.571825,4.46
330X179,105.813,87.187,87.187,0,0,96.08529625,95.89,96.08529625,95.89
330X182,109.38,91.03,91.03,0,0,97.1468875,96.665,97.1468875,96.665
330X185,105.48,67.59,67.59,0,0,94.8093875,94.785,94.8093875,94.785
