210X1,210X11,210X16,210X36,210X104,210X106,210X118,210X156,210X167,210X190,210X193,220X33,220X163,220X166,311X25,311X26,311X74,311X86,311X87,311X88,311X90,311X182,311X183,311X184,311X189,311X211,312X51,312X129,340X109,360X896,360X1245,420X31,420X97,420X205,520X144,520X246,520X345,520X351,520X353,750X368,750X582,Value
0,0,0.066,425,5748.9,5737.4,182.88,194.07,187.665,54.3,0.03,756,-0.346347,-0.483615,3634,3634,6.5,8.7,8.4,8.7,8.6,4,37.1,37.9,52,4.97,340,33.5,46899,3.81,80.87,5303,8.6,1280,62238,62238,62240,62222,62240,73.31,0.715,2.604038818
0,0,0.066,425,5747.4,5736.5,183.635,194.42,188.13,54.2,0.03,756,-0.337795,-0.466496,4088,4115,7,8.4,8.2,8.4,8.7,9,38.7,39.5,52.4,4.9,341,32.6,46887,3.82,81.04,585,8.8,1602,62214,62214,62216,62198,62216,73.6,0.697,2.48550751
89.59,20.48,0.077,445,5730.7,5733.2,111.625,117.945,135.39,70.2,0.01,756,-0.329243,-0.466496,8089,8089,6.7,7.8,7.6,8.1,8.2,5,37.1,37.9,51.5,4.82,347,31.4,46887,3.81,81.04,17063,9.5,1641,62215,62215,62217,62199,62217,73.6,0.698,2.684597881
0,0,0.065,425,5748.2,5737,183.505,194.385,187.535,54.2,0.03,756,-0.337795,-0.470776,12819,12819,6,9.8,9.6,9.8,9.9,1,37,37.8,57,4.71,329,34.1,46888,3.86,81.01,5298,8.6,1280,62216,62216,62218,62200,62218,73.6,0.701,2.690955692
0,0,0.066,425,5749.1,5736.9,183.18,193.835,187.785,54.3,0.03,756,-0.367726,-0.457937,8096,8096,6.6,8,7.9,8,8,12,37.1,37.9,52.6,4.68,345,33.8,46898,3.85,80.91,590,8.6,1499,62236,62236,62238,62220,62238,73.31,0.714,2.681274405
99.36,24.42,0.066,425,5754.8,5741.6,184.055,194.43,188.93,54.7,0.03,765,-0.316415,-0.423698,4144,4171,7,8.4,8.2,8.4,8.3,4,38.7,39.5,52,4.69,340,34.4,47157,2.91,86.67,17184,9.3,1587,23978,23979,23979,23955,23979,74.12,0.713,2.730153333
100.95,25.35,0.071,420,5726,5733.5,127.275,134.31,124.98,48.5,0.02,765,-0.320691,-0.406579,3686,3686,6.9,9,8.7,9,8.4,13,37.1,37.9,53.1,4.82,345,32.2,47157,2.91,86.67,5418,8.4,1226,23979,23980,23980,23956,23980,74.1,0.714,2.918158561
88.93,19.92,0.077,435,5733.7,5737.2,109.33,115.585,132.87,71.1,0.02,766,-0.312139,-0.517854,12874,12874,6.4,9.6,9.6,10.1,10.1,9,37,37.8,54.6,4.88,341,35.8,47149,2.91,86.65,17176,9.4,1602,23954,23955,23955,23931,23955,74.44,0.699,2.772907864
99.47,24.32,0.066,425,5753.8,5740.5,184.055,194.84,188.21,54.8,0.03,766,-0.307864,-0.522133,3678,3678,6.7,9.1,8.8,9.1,9.1,5,37.1,37.9,52.8,4.87,347,31.6,47149,2.91,86.65,5410,8.5,1338,23955,23956,23956,23932,23956,74.44,0.698,2.794639939
88.91,19.9,0.077,435,5733.5,5736.5,109.13,115.185,132.77,71.1,0.01,766,-0.307864,-0.522133,12878,12878,6.1,10.1,9.7,10.1,9.4,13,37,37.8,55,4.91,342,33.3,47153,2.91,86.64,17180,9.5,1651,23966,23967,23967,23943,23967,74.12,0.71,2.751824705
100.95,25.35,0.071,420,5725.4,5734.1,127.27,134.72,124.725,48.4,0.02,766,-0.312139,-0.517854,3682,3682,7,9.1,8.5,9.1,8.8,9,37.1,37.9,52.1,4.93,349,34.7,47153,2.91,86.65,5414,8.5,1231,23967,23968,23968,23944,23968,74.1,0.711,2.854293299
101.4,42.25,0.082,440,5732.3,5732,67.16,71.505,66.58,45.7,0.22,878,0.376278,-0.530693,4532,4559,6.9,8.4,8.1,8.4,8.4,9,38.7,39.5,52.5,4.83,332,33.6,47471,4.73,83.88,17446,9.3,1446,24246,24247,24247,24223,24247,76.78,0.348,2.75538129
101.4,42.28,0.082,440,5732.8,5731.7,67.315,71.64,66.64,43.8,0.28,878,0.384829,-0.530693,8333,8333,6.8,8.2,7.8,8.2,7.9,5,37.1,37.9,51.3,4.92,339,35.6,47471,4.73,83.88,135,8.5,1519,24247,24248,24248,24224,24248,76.78,0.349,3.043397581
101.4,42.27,0.083,440,5731.9,5731.1,67.21,71.43,66.695,42,0.28,878,0.376278,-0.530693,13225,13225,5.9,9.6,9.4,9.7,9.6,1,37,37.8,54.7,5.04,342,32.4,47471,4.7,83.91,936,8.9,1499,24248,24249,24249,24225,24249,76.78,0.349,3.246185394
100.2,25.13,0.072,415,5730,5737.6,126.28,133.475,123.985,48.4,0.02,878,0.376278,-0.543532,13262,13262,6.1,9.8,9.5,9.8,9.9,9,37,37.8,55.2,4.71,323,32,47864,4.65,83.21,5834,8.5,1328,62595,62595,62597,62579,62597,75.98,0.374,2.821322746
100.45,28.16,0.076,440,5737,5741.3,109.405,115.85,133.49,72.9,0.02,878,0.380554,-0.547812,4042,4042,6.5,8.2,8.2,8.4,8.8,5,37.1,37.9,52.7,4.81,338,30.4,47865,4.64,83.21,1184,8.8,1304,62596,62596,62598,62580,62598,75.98,0.375,2.774887894
100.15,25.12,0.072,415,5730.2,5737.5,126.39,133.29,123.73,48.4,0.03,878,0.372002,-0.547812,4560,4587,6.9,8.5,8.1,8.5,8.3,1,38.7,39.5,52,4.89,328,35.2,47865,4.63,83.3,5835,8.4,1177,62597,62597,62599,62581,62599,75.98,0.374,2.539858379
100.45,28.13,0.076,440,5738.1,5741.1,109.615,116.45,133.465,72.9,0.02,878,0.367726,-0.543532,13263,13263,6.2,9.6,9.6,10.1,10.1,10,37,37.8,55.7,4.74,345,33.7,47865,4.63,83.3,1185,8.8,1553,62598,62598,62600,62582,62600,75.97,0.375,2.965334936
100.45,28.11,0.076,440,5737.3,5741.8,109.865,115.98,133.76,73,0.01,878,0.376278,-0.539252,4044,4044,6.7,8.8,8.5,9,9,7,37.1,37.9,52.4,4.9,349,31.4,47867,4.63,83.3,1187,8.8,1651,62602,62602,62604,62586,62604,75.98,0.374,2.81497117
100.1,28.11,0.076,440,5738.7,5742.3,109.91,115.595,133.4,73.7,0.02,881,0.350622,-0.530693,13207,13207,6.1,9.3,9.3,9.6,9.6,9,37,37.8,54.8,4.8,318,32.9,47415,4.71,84.55,17404,9.6,1446,62647,62647,62649,62631,62649,76.24,0.346,2.915021795
99.98,25.07,0.073,415,5731.9,5740.5,125.94,133.195,123.58,50.1,0.03,881,0.359174,-0.526413,3995,3995,6.9,8.9,8.3,8.9,9.3,5,37.1,37.9,52.8,4.82,325,31.8,47415,4.71,84.55,5631,8.8,1280,62648,62648,62650,62632,62650,76.25,0.349,2.707362412
100.1,28.09,0.076,440,5738,5742.9,109.795,115.725,133.54,73.7,0.02,881,0.359174,-0.530693,4511,4538,6.8,8.1,8,8.1,8.6,1,38.7,39.5,51.7,4.97,309,32.7,47415,4.67,84.56,93,8.7,1411,62649,62649,62651,62633,62651,76.25,0.351,2.686349692
99.97,25.06,0.073,415,5732.8,5740.6,126.525,133.035,123.665,50.2,0.03,880,0.367726,-0.530693,3998,3998,7.2,8.7,8.8,9.5,9.1,8,37.1,37.9,51.5,5.09,337,32.7,47418,4.68,84.52,5634,8.7,1289,62657,62657,62659,62641,62659,76.25,0.357,2.520522417
101.4,28.52,0.076,440,5732.1,5735.5,111.195,117.475,135.445,70.9,0.02,817,0.440416,-0.483615,3807,3807,6.6,9.2,8.8,9.2,9.1,3,37.1,37.9,51.6,5.07,344,30.4,47055,4.72,84.16,5498,8.6,1338,62528,62528,62530,62512,62530,71.24,0.72,2.87106653
101.47,28.66,0.076,440,5732.6,5735.3,111.443,117.647,135.477,71.7,0.01,817,0.453244,-0.475056,13020,13020,6.1,10.2,9.6,10.2,10.4,4,37,37.8,54.5,4.9,330,35.2,47056,4.7,84.13,5499,8.6,1231,62531,62531,62533,62515,62533,71.25,0.719,3.190121341
101.35,28.48,0.077,440,5732.5,5735.8,111.075,117.415,135.215,72.2,0.01,817,0.453244,-0.487895,4295,4322,7.2,8.3,8.1,8.3,8.7,6,38.7,39.5,51.2,4.93,346,29.6,47058,4.72,84.16,776,8.9,1568,62538,62538,62540,62522,62540,71.25,0.719,2.797970242
101.2,28.17,0.076,440,5734.4,5738.7,110.54,116.535,133.645,74.8,0.02,869,0.372002,-0.457937,8269,8269,6.5,7.9,7.7,8,8.1,4,37.1,37.9,49.5,4.98,352,31,47603,4.64,84,2391,8.8,1499,25425,25426,25426,25402,25426,76.36,0.35,2.779368295
100.75,25.26,0.071,415,5724.6,5732.4,126.94,133.925,124.195,48.3,0.02,869,0.372002,-0.453657,3909,3909,6.8,8.4,8.3,8.5,9,13,37.1,37.9,51.9,4.97,335,32,47603,4.64,84,6985,8.3,1538,25426,25427,25427,25403,25427,76.34,0.352,2.851153932
101.25,28.21,0.076,440,5733.5,5737.7,110.045,116.94,134.115,74.6,0.01,869,0.372002,-0.475056,13158,13158,6.2,9.5,9.6,10.1,10.2,9,37,37.8,58.2,4.6,342,33.7,47595,4.67,83.92,263,8.2,1265,25401,25402,25402,25378,25402,76.34,0.35,3.353639292
101.25,28.21,0.076,440,5733.5,5737.7,110.045,116.94,134.115,74.6,0.01,869,0.372002,-0.475056,13158,13158,6.2,9.5,9.6,10.1,10.2,9,37,37.8,58.2,4.6,342,33.7,47595,4.67,83.92,263,8.2,1265,25401,25402,25402,25378,25402,76.34,0.35,3.353639292
100.75,25.27,0.071,415,5724.1,5732,126.465,134.195,124.005,47.1,0.02,869,0.376278,-0.479335,3901,3901,6.7,8.5,8.5,8.9,8.7,5,37.1,37.9,52.4,4.92,330,34.2,47595,4.67,83.92,1354,8.6,1304,25402,25403,25403,25379,25403,76.36,0.351,2.934425572
100.75,25.27,0.071,415,5724.1,5732,126.465,134.195,124.005,47.1,0.02,869,0.376278,-0.479335,3901,3901,6.7,8.5,8.5,8.9,8.7,5,37.1,37.9,52.4,4.92,330,34.2,47595,4.67,83.92,1354,8.6,1304,25402,25403,25403,25379,25403,76.36,0.351,2.934425572
101.25,28.26,0.076,440,5733.7,5736.9,110.43,116.515,134.19,74.6,0.02,869,0.372002,-0.475056,4415,4442,6.9,8,7.8,8,8.2,1,38.7,39.5,51.9,4.97,333,28.5,47595,4.64,83.99,2380,8.7,1455,25403,25404,25404,25380,25404,76.34,0.349,2.700038464
100.75,25.27,0.071,415,5724,5732.4,126.925,133.795,124.345,47.2,0.02,869,0.367726,-0.470776,13159,13159,6.6,10.2,9.6,10.2,10.1,10,37,37.8,55.3,4.77,320,30.1,47596,4.65,84,6974,8.6,1377,25404,25405,25405,25381,25405,76.34,0.352,2.871240455
101.25,28.27,0.076,440,5733,5737.7,110.17,116.765,134.2,74.7,0.02,869,0.36345,-0.479335,3902,3902,6.8,8.5,8.4,8.6,8.5,6,37.1,37.9,52.5,4.89,342,32.7,47596,4.64,83.99,2381,8.8,1504,25405,25406,25406,25382,25406,76.36,0.35,2.833424699
101.3,28.21,0.076,440,5733.4,5738.7,110.135,116.49,133.755,74.7,0.02,869,0.376278,-0.475056,13161,13161,6.2,9.6,9.7,10.1,9.6,12,37,37.8,57.4,4.73,324,33.2,47598,4.64,84,6977,8.6,1431,25410,25411,25411,25387,25411,76.34,0.351,2.944900196
101.25,28.19,0.076,440,5734.1,5737.5,110.015,116.4,133.725,74.7,0.02,869,0.354898,-0.475056,3905,3905,6.8,8.7,8.4,8.7,8.7,9,37.1,37.9,52.9,4.8,332,32.2,47599,4.64,84.01,6979,8.4,1431,25414,25415,25415,25391,25415,76.34,0.352,2.911271848
100.75,25.26,0.071,415,5724.7,5733.1,127.07,133.855,124.545,48.3,0.02,869,0.376278,-0.457937,4422,4449,6.9,8.3,8,8.3,8.6,8,38.7,39.5,50.3,5.05,334,33.1,47603,4.64,83.99,6984,8.7,1372,25424,25425,25425,25401,25425,76.34,0.351,2.697709938
101.45,28.5,0.077,440,5732.6,5735.1,111.21,117.53,135.16,68.9,0.02,809,0.376278,-0.432258,3798,3798,6.8,9.3,9,9.6,9.6,6,37.1,37.9,52.5,4.87,328,33.7,47197,4.7,84.17,17223,9.6,1514,62516,62516,62518,62500,62518,71.42,0.717,2.857973784
101.8,28.98,0.076,440,5732.6,5733.8,111.09,117.565,135.285,69.1,0,810,0.350622,-0.453657,13004,13004,6,10.1,9.7,10.1,10.2,7,37,37.8,54.4,4.9,332,32.5,47188,4.73,84.07,725,8.7,1499,62491,62491,62493,62475,62493,71.67,0.698,2.908739011
101.75,28.87,0.076,440,5730.7,5734,111.235,117.41,135.425,69,0,810,0.346347,-0.462216,3792,3792,6.8,9,8.7,9,9.1,7,37.1,37.9,51.8,5,318,33.5,47188,4.73,84.07,17215,9.6,1592,62492,62492,62494,62476,62494,71.67,0.699,2.765654909
101.75,28.74,0.076,440,5731.9,5733.3,111.155,117.345,134.925,68.8,0,810,0.342071,-0.453657,3723,3723,9.6,6.8,6.4,6.8,7,1,36.2,37,54.7,4.34,327,33.7,47188,4.71,84.14,5448,8.5,1280,62493,62493,62495,62477,62495,71.67,0.7,2.856577093
101.6,28.61,0.076,440,5732.1,5735.4,111.32,117.27,135.035,67.5,0.02,810,0.346347,-0.462216,4278,4305,7.1,7.8,7.7,7.9,8,2,38.7,39.5,51.7,4.96,325,34.3,47191,4.71,84.16,17217,9.6,1641,62498,62498,62500,62482,62500,71.67,0.703,2.536779814
101.5,28.56,0.077,440,5730.9,5734.9,111.255,117.585,134.975,67.2,0.02,809,0.350622,-0.453657,13007,13007,5.9,10.2,9.2,10.2,9.6,3,37,37.8,56.1,4.88,345,32,47192,4.7,84.17,729,8.8,1602,62503,62503,62505,62487,62505,71.42,0.713,3.071424913
101.7,43.48,0.083,440,5739.2,5742,68.115,72.335,67.47,10.4,0.51,816,0.440416,-0.462216,3722,3722,9.6,7.8,7.5,7.8,8,7,36.2,37,54.1,4.43,338,31.6,47243,2.9,80.3,5511,8.5,1289,23926,23927,23927,23903,23927,71.25,0.719,3.305119875
101.65,43.47,0.084,440,5739.4,5741.1,68.06,72.335,67.385,10.3,0.5,816,0.423312,-0.457937,4276,4303,6.9,9,8.6,9,8.6,7,38.7,39.5,51.7,4.83,343,29.4,47244,2.9,80.3,786,8.7,1651,23927,23928,23928,23904,23928,71.24,0.72,3.045542455
101.6,44.08,0.082,440,5738.9,5740.3,67.595,71.76,67.105,6.4,0.17,817,0.457519,-0.487895,4270,4297,7,8.1,7.7,8.1,7.8,1,38.7,39.5,51.6,5.03,347,32.9,47236,3.5,80.36,778,8.6,1553,23903,23904,23904,23880,23904,71.24,0.719,2.86684078
101.6,44.06,0.082,440,5738.9,5740.4,67.68,71.725,67.02,6.5,0.23,817,0.461795,-0.492175,12998,12998,6,9.5,9.1,9.5,9.2,1,37,37.8,56,4.83,329,33.8,47236,2.5,80.4,17272,9.6,1846,23904,23905,23905,23881,23905,71.24,0.718,2.922196572
101.7,43.72,0.083,440,5739.4,5741.5,67.79,71.99,67.175,8.6,0.45,817,0.440416,-0.479335,3788,3788,6.6,8.2,8,8.5,8.3,3,37.1,37.9,52.5,4.93,329,32.4,47239,2.48,80.39,17275,9.7,1802,23913,23914,23914,23890,23914,71.24,0.717,2.755437167
101.7,43.7,0.084,440,5739.7,5740.7,67.855,72.05,67.445,9,0.53,817,0.440416,-0.475056,3719,3719,9.4,7.1,6.9,7.3,7.3,4,36.2,37,52.9,4.55,342,32.5,47239,2.48,80.39,5507,8.6,1241,23914,23915,23915,23891,23915,71.24,0.718,3.213455667
101.7,43.66,0.084,440,5739,5741.2,68.025,72.06,67.45,9.3,0.47,816,0.43614,-0.479335,4273,4300,6.9,8.1,7.9,8.1,8.3,4,38.7,39.5,51.7,4.89,348,33.2,47240,2.48,80.39,782,8.9,1495,23915,23916,23916,23892,23916,71.24,0.718,2.961716595
101.6,43.53,0.083,440,5739.3,5741.2,68.05,72.19,67.41,10.6,0.38,816,0.431864,-0.466496,13003,13003,6.1,9.9,9.5,9.9,10.1,6,37,37.8,57.4,4.67,348,35,47243,2.93,80.39,785,8.7,1651,23924,23925,23925,23901,23925,71.25,0.719,3.205263837
94.32,24.16,0.077,435,5739.7,5743.6,109.455,115.53,133.055,73.7,0.02,789,-0.316415,-0.449377,4202,4229,6.9,7.7,7.8,8,8.3,1,38.7,39.5,51.1,5.03,343,34,46654,3.93,80.91,5195,8.6,1328,24398,24399,24399,24375,24399,69.77,0.703,2.404602957
100.15,28.3,0.077,435,5739.8,5744.8,109.405,115.825,133.03,73.7,0.02,789,-0.312139,-0.445097,12933,12933,5.9,9.5,9.1,9.5,9.8,1,37,37.8,55.7,4.97,325,35.4,46655,3.9,80.99,487,8.8,1700,24399,24400,24400,24376,24400,69.77,0.702,2.769913693
100,25.15,0.072,420,5735.1,5743.1,126.535,133.69,123.91,50.3,0.03,789,-0.320691,-0.445097,3657,3657,9.7,6.5,6.4,6.5,6.7,2,36.2,37,52.9,4.57,339,35.8,46656,3.9,81,16962,9.6,1690,24400,24401,24401,24377,24401,69.77,0.702,2.756723655
100.15,28.34,0.077,435,5739.5,5743,109.265,115.405,133.3,73.8,0.02,788,-0.307864,-0.449377,3658,3658,9.6,7.1,6.8,7.1,7.1,3,36.2,37,54.5,4.41,339,32.5,46659,3.89,81.05,16963,9.5,1602,24403,24404,24404,24380,24404,69.77,0.702,2.876651962
100.2,28.31,0.077,435,5740.2,5744.6,109.455,115.42,133.47,73.8,0.02,788,-0.312139,-0.449377,4205,4232,7,8.4,7.9,8.4,7.8,4,38.7,39.5,52.2,4.89,346,34.8,46663,3.89,81.04,9417,9.6,1480,24407,24408,24408,24384,24408,69.77,0.702,2.545814519
100.05,28.32,0.077,435,5739.5,5743.9,109.28,115.68,133.215,73.8,0.02,788,-0.316415,-0.445097,12937,12937,5.9,9.8,9.5,9.8,9.6,5,37,37.8,56.6,4.72,326,33.1,46667,3.88,81.05,5197,8.5,1275,24411,24412,24412,24388,24412,69.77,0.702,2.794155
100.1,28.3,0.077,435,5740.1,5744.8,109.305,115.46,133.6,73.8,0.02,788,-0.320691,-0.436538,3730,3730,6.9,8.1,8,8.1,7.8,2,37.1,37.9,52,4.98,341,35.7,46671,3.88,81.04,490,8.6,1265,24415,24416,24416,24392,24416,69.77,0.702,2.753673837
99.99,25.13,0.073,420,5735.3,5743.8,126.54,133.565,123.93,50.4,0.02,788,-0.324967,-0.427978,4209,4236,7,8,7.9,8,7.9,8,38.7,39.5,51.8,4.96,346,32.4,46675,3.88,81.04,9421,9.7,1553,24419,24420,24420,24396,24420,69.77,0.701,2.580586496
101.15,28.17,0.076,445,5737.4,5743,110.54,116.64,134.465,73.2,0.02,948,0.396002,0.526021,4128,4128,6.4,8.5,8.4,8.8,9,3,37.1,37.9,52.5,4.85,341,34.1,48058,3.54,87,236,8.6,1372,24520,24521,24521,24497,24521,75.83,0.366,3.01420128
101.25,25.23,0.07,420,5726.7,5736.2,128.375,135.415,125.845,49.9,0.01,948,0.396002,0.534437,8588,8588,6.7,8.1,7.9,8.4,8.6,12,37.1,37.9,49.9,4.88,345,33.5,48058,3.54,87.01,1329,9,1353,24521,24522,24522,24498,24522,75.82,0.367,2.783354139
101.15,28.16,0.076,445,5736.8,5742.9,110.88,116.825,134.075,73.2,0.01,948,0.400214,0.534437,13372,13372,6.1,9.6,9.6,9.9,10,8,37,37.8,54.4,4.89,330,34.3,48058,3.61,87.27,237,8.5,1519,24522,24523,24523,24499,24523,75.82,0.367,3.142547452
101.1,28.12,0.077,445,5736.6,5743.1,111.05,116.785,134.38,73.2,0.01,948,0.400214,0.538645,13374,13374,6.3,10.2,9.6,10.2,9.7,10,37,37.8,57.3,4.74,330,35.7,48060,3.63,87.26,240,8.5,1534,24528,24529,24529,24505,24529,75.83,0.367,2.919967612
101.13,28.2,0.076,445,5737,5743.2,110.78,116.687,134.43,73.2,0.01,948,0.400214,0.538645,4770,4797,7.3,8.7,8.2,8.7,8.2,2,38.7,39.5,53,4.78,345,32,48061,3.63,87.26,241,9,1665,24530,24531,24531,24507,24531,75.82,0.367,2.989936402
101.25,25.24,0.071,420,5727.6,5736.6,128.21,135.1,125.595,49.4,0.04,948,0.404427,0.534437,4133,4133,6.5,8.6,8.6,8.9,8.8,8,37.1,37.9,52.3,4.89,342,34.1,48063,3.6,87.23,244,8.3,1411,24535,24536,24536,24512,24536,75.83,0.368,2.788335144
101.85,41.14,0.085,445,5731.2,5731.7,66.355,70.45,65.8,15.6,0.35,955,-0.414761,-0.479335,13656,13656,6,10.1,9.8,10.3,10.1,9,37,37.8,55.3,4.74,333,35.4,48553,3.3,86.66,6169,8.9,1328,24556,24557,24557,24533,24557,74.08,0.562,3.096972157
101.9,41.14,0.085,445,5731,5731.1,66.31,70.54,65.955,15.5,0.34,955,-0.419037,-0.475056,4381,4381,6.5,8.3,8.4,8.7,8.5,5,37.1,37.9,51.5,5.09,350,31.9,48553,3.3,86.66,1593,9.1,1358,24557,24558,24558,24534,24558,74.08,0.562,2.857024854
101.85,41.14,0.086,445,5730.8,5731.4,66.385,70.16,65.925,16.3,0.36,955,-0.423312,-0.479335,5057,5084,6.7,8.2,8,8.2,8.4,1,38.7,39.5,51.7,4.95,333,33.1,48554,3.36,86.97,6170,8.7,1328,24558,24559,24559,24535,24559,74.08,0.562,2.773399806
88.69,19.98,0.077,435,5735.2,5738.9,109.625,115.495,133.11,71.8,0.01,777,-0.346347,-0.440817,12976,12976,6.2,9.4,9.5,9.9,10,6,37,37.8,54.9,4.89,329,33.7,47174,2.87,86.64,17175,9.3,1543,24114,24115,24115,24091,24115,69.77,0.705,2.750609894
100.65,25.28,0.071,420,5728.5,5736.3,127.2,134.04,124.475,47.8,0.02,777,-0.346347,-0.500734,12970,12970,5.9,9.5,9.6,10,9.9,7,37,37.8,57.3,4.75,325,30.1,47166,2.88,86.58,17167,9.4,1441,24090,24091,24091,24067,24091,69.77,0.704,2.786367068
88.79,19.95,0.077,435,5734.5,5739.1,109.325,115.475,132.88,71,0.02,777,-0.337795,-0.500734,3758,3758,6.8,8.6,8.4,9.1,8.9,7,37.1,37.9,52.6,4.9,337,30.2,47166,2.87,86.59,5401,8.5,1026,24091,24092,24092,24068,24092,69.77,0.705,2.828872769
88.68,19.94,0.077,435,5735.5,5739.2,109.345,115.625,133.45,71.4,0.02,777,-0.337795,-0.496455,3691,3691,9.8,7.1,7,7.3,7.7,4,36.2,37,52.7,4.59,347,32.8,47171,2.88,86.63,686,8.8,1651,24104,24105,24105,24081,24105,69.77,0.704,2.811349795
100.65,25.27,0.071,420,5728.7,5737,127.325,134.595,124.4,48.3,0.03,777,-0.346347,-0.496455,4245,4272,7.1,8.6,8.2,8.6,8.4,4,38.7,39.5,52,4.79,329,32.1,47171,2.88,86.63,17172,9.5,1602,24105,24106,24106,24082,24106,69.77,0.705,2.571254826
100.6,25.27,0.071,420,5729.3,5737.3,127.155,134.54,124.495,48.6,0.02,777,-0.342071,-0.453657,4247,4274,7,8.8,8.2,8.8,8.5,6,38.7,39.5,52.1,4.9,348,31.6,47174,2.88,86.63,689,8.5,1309,24113,24114,24114,24090,24114,69.76,0.704,2.839783708
99.51,25.01,0.072,425,5739.4,5747.1,126.765,133.865,124.26,50.7,0.02,856,0.50883,-0.513574,8411,8411,6.9,8,7.7,8.5,8.1,9,37.1,37.9,52.1,4.82,342,35.9,48958,3.29,82.16,6492,8.6,1241,25348,25349,25349,25325,25349,76.24,0.355,2.848514277
99.63,25.03,0.072,425,5738.3,5745.9,126.86,133.92,124.225,50.6,0.04,857,0.401933,-0.517854,4594,4621,6.9,8.3,8,8.3,8.1,1,38.7,39.5,51.3,4.99,343,33.9,48950,3.32,82.18,6480,8.6,1280,25323,25324,25324,25300,25324,76.24,0.354,2.855452023
102.15,28.31,0.078,440,5729.6,5734.8,110.145,116.83,133.775,70.1,0.01,857,0.410485,-0.517854,4595,4622,7.3,8,7.9,8.2,8.3,2,38.7,39.5,50.9,4.9,347,32.2,48951,3.3,82.13,1897,8.9,1553,25326,25327,25327,25303,25327,76.23,0.355,2.918081705
99.59,25.01,0.072,425,5738.7,5746.3,127.28,133.845,124.355,50.6,0.02,857,0.43614,-0.522133,4598,4625,7.1,8.2,7.9,8.2,8.2,5,38.7,39.5,52.8,4.81,343,36,48954,3.29,82.16,6486,8.7,1231,25335,25336,25336,25312,25336,76.23,0.354,2.787686076
99.56,25,0.072,425,5739.2,5746.8,126.895,134.315,124.015,50.7,0.03,857,0.457519,-0.522133,4078,4078,6.5,7.9,8.1,8.5,9,2,37.1,37.9,52.2,4.96,340,29.8,48956,3.29,82.14,1904,8.8,1646,25341,25342,25342,25318,25342,76.23,0.355,2.750927011
101.35,41.32,0.085,425,5739.5,5737.2,65.65,69.805,65.27,13.5,0.37,881,0.397657,-0.483615,8350,8350,6.5,8,7.8,8.1,7.9,9,37.1,37.9,51.8,4.88,342,31.2,47586,4.61,83.99,1131,8.8,1700,62594,62594,62596,62578,62596,76.37,0.359,2.907354735
101.2,41.4,0.082,425,5737.9,5734.7,65.385,69.43,65.035,11.8,0.01,882,0.372002,-0.509294,4537,4564,7,7.8,7.4,7.8,8.3,1,38.7,39.5,51.7,4.96,323,32.2,47578,4.65,83.94,5766,8.6,1377,62569,62569,62571,62553,62571,76.37,0.349,2.722476595
101.3,41.48,0.083,425,5738.9,5737.5,65.65,69.84,65.145,11.4,0.26,882,0.384829,-0.500734,4541,4568,7,8.2,7.9,8.2,8.4,5,38.7,39.5,52.4,4.75,341,32.2,47582,4.62,84.01,5772,8.7,1280,62581,62581,62583,62565,62583,76.36,0.356,2.68353667
101.3,41.46,0.083,425,5738.3,5737,65.715,69.765,65.1,11.3,0.33,882,0.380554,-0.487895,8346,8346,6.4,7.7,7.6,8.2,7.5,5,37.1,37.9,49.6,4.92,342,33.3,47582,4.62,84,1125,8.8,1651,62582,62582,62584,62566,62584,76.37,0.357,2.930528689
100.15,28.54,0.077,440,5739.1,5740,110.53,116.885,134.76,71.4,0.02,828,0.372002,-0.462216,4360,4387,7,8.3,7.9,8.3,8,1,38.7,39.5,52.2,4.94,330,32.6,47958,4.74,82.06,210,8.2,1314,24923,24924,24924,24900,24924,76.81,0.353,2.695868311
100.45,25.17,0.071,425,5731,5738.8,127.425,134.515,124.83,49.8,0.04,828,0.372002,-0.453657,8192,8192,6.3,7.5,7.4,7.7,7.3,1,37.1,37.9,51.2,4.89,341,32.6,47958,4.74,82.06,1303,8.6,1353,24924,24925,24925,24901,24925,76.81,0.354,2.851244528
99.98,28.51,0.077,440,5738.5,5739.6,110.94,116.785,134.73,71.5,0.02,828,0.376278,-0.453657,13089,13089,5.8,9.6,9.1,9.6,9.2,1,37,37.8,56.4,4.78,345,32.1,47959,4.71,82.18,211,8.2,1495,24925,24926,24926,24902,24926,76.81,0.352,3.045129303
102.1,28.21,0.079,440,5728.2,5734.5,110.325,116.65,134.475,68.5,0,975,0.40864,0.534437,8817,8817,6.6,8.4,8.2,8.4,8.4,7,37.1,37.9,49.7,4.94,351,32.8,48545,3.47,86.89,1701,8.9,1358,62466,62466,62468,62450,62468,74.34,0.366,2.922520053
102.1,28.21,0.079,440,5728.2,5734.5,110.325,116.65,134.475,68.5,0,975,0.40864,0.534437,8817,8817,6.6,8.4,8.2,8.4,8.4,7,37.1,37.9,49.7,4.94,351,32.8,48545,3.47,86.89,1701,8.9,1358,62466,62466,62468,62450,62468,74.34,0.366,2.922520053
102,28.11,0.079,440,5728.6,5734.2,110.36,116.585,134.005,68.4,0,975,0.40864,0.534437,4311,4311,7,9.4,9.1,9.5,9.1,7,37.1,37.9,52.3,4.93,352,32,48545,3.53,87.14,1702,8.8,1553,62468,62468,62470,62452,62470,74.35,0.366,2.946005458
